raceId,driverId,driverRef,circuitId,circuit_name,season,round,grid,position,positions_gained,driver_avg_finish_last5,driver_dnf_rate_last5,driver_circuit_avg_finish,driver_circuit_race_count,age
691,328,stewart,13,Circuit de Spa-Francorchamps,1966,2,3,8,-5,7.6,0.6,5.6,5,27
693,328,stewart,38,Brands Hatch,1966,4,8,17,-9,10.8,0.8,9.75,4,27
694,328,stewart,39,Circuit Park Zandvoort,1966,5,8,4,4,8.8,0.6,4.25,8,27
695,328,stewart,20,Nürburgring,1966,6,3,5,-2,7.0,0.4,7.125,8,27
696,328,stewart,14,Autodromo Nazionale di Monza,1966,7,9,18,-9,10.4,0.6,10.11111111111111,9,27
697,328,stewart,46,Watkins Glen,1966,8,6,13,-7,11.4,0.6,10.88888888888889,9,27
698,328,stewart,32,Autódromo Hermanos Rodríguez,1966,9,10,14,-4,10.8,0.6,11.0,6,27
679,328,stewart,30,Kyalami,1967,1,9,18,-9,13.6,0.8,8.714285714285714,7,28
680,328,stewart,6,Circuit de Monaco,1967,2,6,12,-6,15.0,1.0,5.25,8,28
681,328,stewart,39,Circuit Park Zandvoort,1967,3,11,12,-1,13.8,1.0,4.25,8,28
682,328,stewart,13,Circuit de Spa-Francorchamps,1967,4,6,2,4,11.6,0.8,5.6,5,28
683,328,stewart,54,Le Mans,1967,5,10,3,7,9.4,0.6,3.0,1,28
684,328,stewart,9,Silverstone Circuit,1967,6,12,17,-5,9.2,0.6,6.8,5,28
685,328,stewart,20,Nürburgring,1967,7,3,18,-15,10.4,0.6,7.125,8,28
686,328,stewart,48,Mosport International Raceway,1967,8,9,14,-5,10.8,0.6,6.8,5,28
687,328,stewart,14,Autodromo Nazionale di Monza,1967,9,7,13,-6,13.0,0.8,10.11111111111111,9,28
688,328,stewart,46,Watkins Glen,1967,10,10,10,0,14.4,1.0,10.88888888888889,9,28
689,328,stewart,32,Autódromo Hermanos Rodríguez,1967,11,12,15,-3,14.0,1.0,11.0,6,28
667,328,stewart,30,Kyalami,1968,1,3,14,-11,13.2,1.0,8.714285714285714,7,29
670,328,stewart,13,Circuit de Spa-Francorchamps,1968,4,2,4,-2,11.2,0.8,5.6,5,29
671,328,stewart,39,Circuit Park Zandvoort,1968,5,5,1,4,8.8,0.6,4.25,8,29
672,328,stewart,53,Rouen-Les-Essarts,1968,6,2,3,-1,7.4,0.4,3.0,1,29
673,328,stewart,38,Brands Hatch,1968,7,7,6,1,5.6,0.2,9.75,4,29
674,328,stewart,20,Nürburgring,1968,8,6,1,5,3.0,0.0,7.125,8,29
675,328,stewart,14,Autodromo Nazionale di Monza,1968,9,6,9,-3,4.0,0.2,10.11111111111111,9,29
676,328,stewart,52,Circuit Mont-Tremblant,1968,10,11,6,5,5.0,0.2,12.0,2,29
677,328,stewart,46,Watkins Glen,1968,11,2,1,1,4.6,0.2,10.88888888888889,9,29
678,328,stewart,32,Autódromo Hermanos Rodríguez,1968,12,7,7,0,4.8,0.2,11.0,6,29
656,328,stewart,30,Kyalami,1969,1,4,1,3,4.8,0.2,8.714285714285714,7,30
657,328,stewart,49,Montjuïc,1969,2,4,1,3,3.2,0.0,6.0,3,30
658,328,stewart,6,Circuit de Monaco,1969,3,1,9,-8,3.8,0.2,5.25,8,30
659,328,stewart,39,Circuit Park Zandvoort,1969,4,2,1,1,3.8,0.2,4.25,8,30
660,328,stewart,51,Charade Circuit,1969,5,1,1,0,2.6,0.2,3.25,4,30
661,328,stewart,9,Silverstone Circuit,1969,6,2,1,1,2.6,0.2,6.8,5,30
662,328,stewart,20,Nürburgring,1969,7,2,2,0,2.8,0.2,7.125,8,30
663,328,stewart,14,Autodromo Nazionale di Monza,1969,8,3,1,2,1.2,0.0,10.11111111111111,9,30
664,328,stewart,48,Mosport International Raceway,1969,9,4,13,-9,3.6,0.2,6.8,5,30
665,328,stewart,46,Watkins Glen,1969,10,3,13,-10,6.0,0.4,10.88888888888889,9,30
666,328,stewart,32,Autódromo Hermanos Rodríguez,1969,11,3,4,-1,6.6,0.4,11.0,6,30
643,328,stewart,30,Kyalami,1970,1,1,3,-2,6.8,0.4,8.714285714285714,7,31
644,328,stewart,45,Jarama,1970,2,3,1,2,6.8,0.4,6.5,2,31
645,328,stewart,6,Circuit de Monaco,1970,3,1,11,-10,6.4,0.4,5.25,8,31
646,328,stewart,13,Circuit de Spa-Francorchamps,1970,4,1,12,-11,6.2,0.4,5.6,5,31
647,328,stewart,39,Circuit Park Zandvoort,1970,5,2,2,0,5.8,0.4,4.25,8,31
648,328,stewart,51,Charade Circuit,1970,6,4,9,-5,7.0,0.4,3.25,4,31
649,328,stewart,38,Brands Hatch,1970,7,8,14,-6,9.6,0.6,9.75,4,31
650,328,stewart,10,Hockenheimring,1970,8,7,14,-7,10.2,0.6,14.0,1,31
651,328,stewart,70,Red Bull Ring,1970,9,4,22,-18,12.2,0.6,11.5,4,31
652,328,stewart,14,Autodromo Nazionale di Monza,1970,10,4,2,2,12.2,0.6,10.11111111111111,9,31
653,328,stewart,52,Circuit Mont-Tremblant,1970,11,1,18,-17,14.0,0.8,12.0,2,31
654,328,stewart,46,Watkins Glen,1970,12,2,15,-13,14.2,0.8,10.88888888888889,9,31
655,328,stewart,32,Autódromo Hermanos Rodríguez,1970,13,2,12,-10,13.8,0.8,11.0,6,31
632,328,stewart,30,Kyalami,1971,1,1,2,-1,9.8,0.6,8.714285714285714,7,32
633,328,stewart,49,Montjuïc,1971,2,4,1,3,9.6,0.6,6.0,3,32
634,328,stewart,6,Circuit de Monaco,1971,3,1,1,0,6.2,0.4,5.25,8,32
635,328,stewart,39,Circuit Park Zandvoort,1971,4,3,11,-8,5.4,0.2,4.25,8,32
636,328,stewart,34,Circuit Paul Ricard,1971,5,1,1,0,3.2,0.0,2.5,2,32
637,328,stewart,9,Silverstone Circuit,1971,6,2,1,1,3.0,0.0,6.8,5,32
638,328,stewart,20,Nürburgring,1971,7,1,1,0,3.0,0.0,7.125,8,32
639,328,stewart,70,Red Bull Ring,1971,8,2,15,-13,5.8,0.2,11.5,4,32
640,328,stewart,14,Autodromo Nazionale di Monza,1971,9,7,18,-11,7.2,0.4,10.11111111111111,9,32
641,328,stewart,48,Mosport International Raceway,1971,10,1,1,0,7.2,0.4,6.8,5,32
642,328,stewart,46,Watkins Glen,1971,11,1,5,-4,8.0,0.4,10.88888888888889,9,32
620,328,stewart,25,Autódromo Juan y Oscar Gálvez,1972,1,2,1,1,8.0,0.4,2.0,2,33
621,328,stewart,30,Kyalami,1972,2,1,22,-21,9.4,0.4,8.714285714285714,7,33
622,328,stewart,45,Jarama,1972,3,4,12,-8,8.2,0.4,6.5,2,33
623,328,stewart,6,Circuit de Monaco,1972,4,8,4,4,8.8,0.4,5.25,8,33
625,328,stewart,51,Charade Circuit,1972,6,3,1,2,8.0,0.4,3.25,4,33
626,328,stewart,38,Brands Hatch,1972,7,4,2,2,8.2,0.4,9.75,4,33
627,328,stewart,20,Nürburgring,1972,8,2,11,-9,6.0,0.2,7.125,8,33
628,328,stewart,70,Red Bull Ring,1972,9,3,7,-4,5.0,0.0,11.5,4,33
629,328,stewart,14,Autodromo Nazionale di Monza,1972,10,3,25,-22,9.2,0.2,10.11111111111111,9,33
630,328,stewart,48,Mosport International Raceway,1972,11,5,1,4,9.2,0.2,6.8,5,33
631,328,stewart,46,Watkins Glen,1972,12,1,1,0,9.0,0.2,10.88888888888889,9,33
605,328,stewart,25,Autódromo Juan y Oscar Gálvez,1973,1,4,3,1,7.4,0.2,2.0,2,34
606,328,stewart,18,Autódromo José Carlos Pace,1973,2,8,2,6,6.4,0.2,2.0,1,34
607,328,stewart,30,Kyalami,1973,3,16,1,15,1.6,0.0,8.714285714285714,7,34
608,328,stewart,49,Montjuïc,1973,4,4,16,-12,4.6,0.2,6.0,3,34
609,328,stewart,40,Zolder,1973,5,6,1,5,4.6,0.2,1.0,1,34
610,328,stewart,6,Circuit de Monaco,1973,6,1,1,0,4.2,0.2,5.25,8,34
611,328,stewart,47,Scandinavian Raceway,1973,7,3,5,-2,4.8,0.2,5.0,1,34
612,328,stewart,34,Circuit Paul Ricard,1973,8,1,4,-3,5.4,0.2,2.5,2,34
613,328,stewart,9,Silverstone Circuit,1973,9,4,10,-6,4.2,0.0,6.8,5,34
614,328,stewart,39,Circuit Park Zandvoort,1973,10,2,1,1,4.2,0.0,4.25,8,34
615,328,stewart,20,Nürburgring,1973,11,1,1,0,4.2,0.0,7.125,8,34
616,328,stewart,70,Red Bull Ring,1973,12,7,2,5,3.6,0.0,11.5,4,34
617,328,stewart,14,Autodromo Nazionale di Monza,1973,13,6,4,2,3.6,0.0,10.11111111111111,9,34
618,328,stewart,48,Mosport International Raceway,1973,14,9,5,4,2.6,0.0,6.8,5,34
619,328,stewart,46,Watkins Glen,1973,15,5,26,-21,7.6,0.2,10.88888888888889,9,34
637,329,beuttler,9,Silverstone Circuit,1971,6,20,21,-1,21.0,1.0,16.0,2,31
638,329,beuttler,20,Nürburgring,1971,7,22,19,3,20.0,1.0,14.333333333333334,3,31
639,329,beuttler,70,Red Bull Ring,1971,8,19,13,6,17.666666666666668,1.0,18.666666666666668,3,31
640,329,beuttler,14,Autodromo Nazionale di Monza,1971,9,16,13,3,16.5,1.0,13.333333333333334,3,31
641,329,beuttler,48,Mosport International Raceway,1971,10,22,17,5,16.6,1.0,19.333333333333332,3,31
622,329,beuttler,45,Jarama,1972,3,0,26,-26,17.6,1.0,26.0,1,32
623,329,beuttler,6,Circuit de Monaco,1972,4,23,13,10,16.4,0.8,19.0,2,32
624,329,beuttler,50,Nivelles-Baulers,1972,5,22,21,1,18.0,0.8,21.0,1,32
625,329,beuttler,51,Charade Circuit,1972,6,23,19,4,19.2,0.6,19.0,1,32
626,329,beuttler,38,Brands Hatch,1972,7,23,13,10,18.4,0.4,13.0,1,32
627,329,beuttler,20,Nürburgring,1972,8,27,8,19,14.8,0.2,14.333333333333334,3,32
628,329,beuttler,70,Red Bull Ring,1972,9,24,20,4,16.2,0.4,18.666666666666668,3,32
629,329,beuttler,14,Autodromo Nazionale di Monza,1972,10,25,10,15,14.0,0.2,13.333333333333334,3,32
630,329,beuttler,48,Mosport International Raceway,1972,11,24,17,7,13.6,0.4,19.333333333333332,3,32
631,329,beuttler,46,Watkins Glen,1972,12,20,13,7,13.6,0.4,11.5,2,32
605,329,beuttler,25,Autódromo Juan y Oscar Gálvez,1973,1,18,10,8,14.0,0.4,10.0,1,33
606,329,beuttler,18,Autódromo José Carlos Pace,1973,2,19,14,5,12.8,0.4,14.0,1,33
607,329,beuttler,30,Kyalami,1973,3,23,16,7,14.0,0.6,16.0,1,33
608,329,beuttler,49,Montjuïc,1973,4,19,7,12,12.0,0.4,7.0,1,33
609,329,beuttler,40,Zolder,1973,5,20,11,9,11.6,0.4,11.0,1,33
610,329,beuttler,6,Circuit de Monaco,1973,6,20,25,-5,14.6,0.6,19.0,2,33
611,329,beuttler,47,Scandinavian Raceway,1973,7,21,8,13,13.4,0.4,8.0,1,33
613,329,beuttler,9,Silverstone Circuit,1973,9,24,11,13,12.4,0.2,16.0,2,33
614,329,beuttler,39,Circuit Park Zandvoort,1973,10,23,22,1,15.4,0.4,22.0,1,33
615,329,beuttler,20,Nürburgring,1973,11,19,16,3,16.4,0.4,14.333333333333334,3,33
616,329,beuttler,70,Red Bull Ring,1973,12,11,23,-12,16.0,0.4,18.666666666666668,3,33
617,329,beuttler,14,Autodromo Nazionale di Monza,1973,13,12,17,-5,17.8,0.6,13.333333333333334,3,33
618,329,beuttler,48,Mosport International Raceway,1973,14,21,24,-3,20.4,0.8,19.333333333333332,3,33
619,329,beuttler,46,Watkins Glen,1973,15,26,10,16,18.0,0.6,11.5,2,33
652,330,galli,14,Autodromo Nazionale di Monza,1970,10,0,26,-26,26.0,1.0,23.0,3,30
637,330,galli,9,Silverstone Circuit,1971,6,21,11,10,18.5,0.5,11.0,1,31
638,330,galli,20,Nürburgring,1971,7,21,12,9,16.333333333333332,0.3333333333333333,12.0,1,31
639,330,galli,70,Red Bull Ring,1971,8,15,12,3,15.25,0.25,14.5,2,31
640,330,galli,14,Autodromo Nazionale di Monza,1971,9,19,19,0,16.0,0.4,23.0,3,31
641,330,galli,48,Mosport International Raceway,1971,10,20,16,4,14.0,0.2,16.0,1,31
642,330,galli,46,Watkins Glen,1971,11,23,27,-4,17.2,0.4,27.0,1,31
624,330,galli,50,Nivelles-Baulers,1972,5,24,19,5,18.6,0.6,19.0,1,32
625,330,galli,51,Charade Circuit,1972,6,19,13,6,18.8,0.6,13.0,1,32
626,330,galli,38,Brands Hatch,1972,7,18,23,-5,19.6,0.6,23.0,1,32
628,330,galli,70,Red Bull Ring,1972,9,23,17,6,19.8,0.8,14.5,2,32
629,330,galli,14,Autodromo Nazionale di Monza,1972,10,23,24,-1,19.2,0.8,23.0,3,32
605,330,galli,25,Autódromo Juan y Oscar Gálvez,1973,1,16,19,-3,19.2,0.8,19.0,1,33
606,330,galli,18,Autódromo José Carlos Pace,1973,2,18,9,9,18.4,0.8,9.0,1,33
608,330,galli,49,Montjuïc,1973,4,20,11,9,16.0,0.6,11.0,1,33
609,330,galli,40,Zolder,1973,5,17,22,-5,17.0,0.6,22.0,1,33
610,330,galli,6,Circuit de Monaco,1973,6,21,21,0,16.4,0.6,21.0,1,33
606,331,bueno,18,Autódromo José Carlos Pace,1973,2,20,12,8,12.0,0.0,12.0,1,36
607,332,follmer,30,Kyalami,1973,3,21,6,15,6.0,0.0,6.0,1,39
608,332,follmer,49,Montjuïc,1973,4,14,3,11,4.5,0.0,3.0,1,39
609,332,follmer,40,Zolder,1973,5,11,19,-8,9.333333333333334,0.3333333333333333,19.0,1,39
611,332,follmer,47,Scandinavian Raceway,1973,7,19,14,5,10.5,0.25,14.0,1,39
612,332,follmer,34,Circuit Paul Ricard,1973,8,20,22,-2,12.8,0.4,22.0,1,39
613,332,follmer,9,Silverstone Circuit,1973,9,25,26,-1,16.8,0.6,26.0,1,39
614,332,follmer,39,Circuit Park Zandvoort,1973,10,22,10,12,18.2,0.6,10.0,1,39
615,332,follmer,20,Nürburgring,1973,11,21,19,2,18.2,0.6,19.0,1,39
616,332,follmer,70,Red Bull Ring,1973,12,20,17,3,18.8,0.8,17.0,1,39
617,332,follmer,14,Autodromo Nazionale di Monza,1973,13,21,10,11,16.4,0.6,10.0,1,39
618,332,follmer,48,Mosport International Raceway,1973,14,13,17,-4,14.6,0.4,17.0,1,39
619,332,follmer,46,Watkins Glen,1973,15,20,14,6,15.4,0.4,14.0,1,39
667,333,adamich,30,Kyalami,1968,1,7,19,-12,19.0,1.0,14.75,4,27
644,333,adamich,45,Jarama,1970,2,0,18,-18,18.5,1.0,11.0,2,29
645,333,adamich,6,Circuit de Monaco,1970,3,0,17,-17,18.0,1.0,10.333333333333334,3,29
647,333,adamich,39,Circuit Park Zandvoort,1970,5,0,21,-21,18.75,1.0,21.0,1,29
648,333,adamich,51,Charade Circuit,1970,6,15,15,0,18.0,1.0,14.5,2,29
649,333,adamich,38,Brands Hatch,1970,7,18,23,-5,18.8,1.0,24.5,2,29
650,333,adamich,10,Hockenheimring,1970,8,0,23,-23,19.8,1.0,23.0,1,29
651,333,adamich,70,Red Bull Ring,1970,9,15,12,3,18.8,0.8,13.0,2,29
652,333,adamich,14,Autodromo Nazionale di Monza,1970,10,12,8,4,16.2,0.6,13.0,3,29
653,333,adamich,52,Circuit Mont-Tremblant,1970,11,12,13,-1,15.8,0.6,13.0,1,29
654,333,adamich,46,Watkins Glen,1970,12,0,27,-27,16.6,0.6,22.0,3,29
632,333,adamich,30,Kyalami,1971,1,22,13,9,14.6,0.4,14.75,4,30
633,333,adamich,49,Montjuïc,1971,2,18,17,1,15.6,0.6,19.0,2,30
636,333,adamich,34,Circuit Paul Ricard,1971,5,20,17,3,17.4,0.8,18.5,2,30
637,333,adamich,9,Silverstone Circuit,1971,6,24,14,10,17.6,0.8,19.0,2,30
638,333,adamich,20,Nürburgring,1971,7,20,21,-1,16.4,0.8,17.0,2,30
640,333,adamich,14,Autodromo Nazionale di Monza,1971,9,20,15,5,16.8,1.0,13.0,3,30
642,333,adamich,46,Watkins Glen,1971,11,26,11,15,15.6,0.8,22.0,3,30
620,333,adamich,25,Autódromo Juan y Oscar Gálvez,1972,1,14,17,-3,15.6,0.8,17.0,1,31
621,333,adamich,30,Kyalami,1972,2,20,19,1,16.6,0.8,14.75,4,31
622,333,adamich,45,Jarama,1972,3,13,4,9,13.2,0.6,11.0,2,31
623,333,adamich,6,Circuit de Monaco,1972,4,18,7,11,11.6,0.4,10.333333333333334,3,31
624,333,adamich,50,Nivelles-Baulers,1972,5,10,18,-8,13.0,0.6,18.0,1,31
625,333,adamich,51,Charade Circuit,1972,6,12,14,-2,12.4,0.4,14.5,2,31
626,333,adamich,38,Brands Hatch,1972,7,20,26,-6,13.8,0.4,24.5,2,31
627,333,adamich,20,Nürburgring,1972,8,20,13,7,15.6,0.4,17.0,2,31
628,333,adamich,70,Red Bull Ring,1972,9,13,14,-1,17.0,0.4,13.0,2,31
629,333,adamich,14,Autodromo Nazionale di Monza,1972,10,21,16,5,16.6,0.4,13.0,3,31
630,333,adamich,48,Mosport International Raceway,1972,11,15,24,-9,18.6,0.6,24.0,1,31
631,333,adamich,46,Watkins Glen,1972,12,19,28,-9,19.0,0.6,22.0,3,31
607,333,adamich,30,Kyalami,1973,3,20,8,12,18.0,0.6,14.75,4,32
608,333,adamich,49,Montjuïc,1973,4,17,21,-4,19.4,0.8,19.0,2,32
609,333,adamich,40,Zolder,1973,5,18,4,14,17.0,0.6,4.0,1,32
610,333,adamich,6,Circuit de Monaco,1973,6,25,7,18,13.6,0.4,10.333333333333334,3,32
612,333,adamich,34,Circuit Paul Ricard,1973,8,13,20,-7,12.0,0.4,18.5,2,32
613,333,adamich,9,Silverstone Circuit,1973,9,20,24,-4,15.2,0.6,19.0,2,32
699,334,pretorius,56,Prince George Circuit,1965,1,0,27,-27,27.0,1.0,27.0,1,31
667,334,pretorius,30,Kyalami,1968,1,23,10,13,18.5,1.0,16.666666666666668,3,34
632,334,pretorius,30,Kyalami,1971,1,20,22,-2,19.666666666666668,1.0,16.666666666666668,3,37
607,334,pretorius,30,Kyalami,1973,3,24,18,6,19.25,1.0,16.666666666666668,3,39
613,335,williamson,9,Silverstone Circuit,1973,9,22,25,-3,25.0,1.0,25.0,1,25
614,335,williamson,39,Circuit Park Zandvoort,1973,10,18,20,-2,22.5,1.0,20.0,1,25
613,336,mcrae,9,Silverstone Circuit,1973,9,28,28,0,28.0,1.0,28.0,1,33
639,337,marko,70,Red Bull Ring,1971,8,17,11,6,11.0,0.0,11.0,1,28
640,337,marko,14,Autodromo Nazionale di Monza,1971,9,12,22,-10,16.5,0.5,22.0,1,28
641,337,marko,48,Mosport International Raceway,1971,10,19,12,7,15.0,0.3333333333333333,12.0,1,28
642,337,marko,46,Watkins Glen,1971,11,16,13,3,14.5,0.25,13.0,1,28
620,337,marko,25,Autódromo Juan y Oscar Gálvez,1972,1,19,10,9,13.6,0.2,10.0,1,29
621,337,marko,30,Kyalami,1972,2,23,14,9,14.2,0.2,14.0,1,29
623,337,marko,6,Circuit de Monaco,1972,4,17,8,9,11.4,0.0,8.0,1,29
624,337,marko,50,Nivelles-Baulers,1972,5,23,10,13,11.0,0.0,10.0,1,29
625,337,marko,51,Charade Circuit,1972,6,6,23,-17,13.0,0.2,23.0,1,29
635,338,walker,39,Circuit Park Zandvoort,1971,4,22,22,0,22.0,1.0,22.0,1,30
620,338,walker,25,Autódromo Juan y Oscar Gálvez,1972,1,20,19,1,20.5,1.0,19.0,1,31
621,338,walker,30,Kyalami,1972,2,19,10,9,17.0,0.6666666666666666,10.0,1,31
622,338,walker,45,Jarama,1972,3,24,9,15,15.0,0.5,9.0,1,31
623,338,walker,6,Circuit de Monaco,1972,4,14,14,0,14.8,0.4,14.0,1,31
624,338,walker,50,Nivelles-Baulers,1972,5,12,14,-2,13.2,0.2,14.0,1,31
625,338,walker,51,Charade Circuit,1972,6,22,18,4,13.0,0.0,18.0,1,31
626,338,walker,38,Brands Hatch,1972,7,15,16,-1,14.2,0.2,16.0,1,31
627,338,walker,20,Nürburgring,1972,8,23,23,0,17.0,0.4,23.0,1,31
628,338,walker,70,Red Bull Ring,1972,9,19,25,-6,19.2,0.6,25.0,1,31
631,338,walker,46,Watkins Glen,1972,12,30,23,7,21.0,0.8,23.0,1,31
644,339,roig,45,Jarama,1970,2,0,22,-22,22.0,1.0,23.5,2,38
648,339,roig,51,Charade Circuit,1970,6,0,22,-22,22.0,1.0,22.0,1,38
632,339,roig,30,Kyalami,1971,1,25,25,0,23.0,1.0,25.0,1,39
633,339,roig,49,Montjuïc,1971,2,20,16,4,21.25,1.0,16.0,1,39
634,339,roig,6,Circuit de Monaco,1971,3,0,21,-21,21.2,1.0,21.0,1,39
635,339,roig,39,Circuit Park Zandvoort,1971,4,17,16,1,20.0,1.0,16.0,1,39
636,339,roig,34,Circuit Paul Ricard,1971,5,21,23,-2,20.2,1.0,23.0,1,39
620,339,roig,25,Autódromo Juan y Oscar Gálvez,1972,1,21,21,0,19.4,1.0,21.0,1,40
622,339,roig,45,Jarama,1972,3,22,25,-3,21.2,1.0,23.5,2,40
737,340,love,56,Prince George Circuit,1962,9,12,8,4,8.0,0.0,12.0,3,38
728,340,love,56,Prince George Circuit,1963,10,13,9,4,8.5,0.0,12.0,3,39
716,340,love,14,Autodromo Nazionale di Monza,1964,8,0,23,-23,13.333333333333334,0.3333333333333333,23.0,1,40
699,340,love,56,Prince George Circuit,1965,1,18,19,-1,14.75,0.5,12.0,3,41
679,340,love,30,Kyalami,1967,1,5,2,3,12.2,0.4,12.0,6,43
667,340,love,30,Kyalami,1968,1,17,9,8,12.4,0.4,12.0,6,44
656,340,love,30,Kyalami,1969,1,10,16,-6,13.8,0.6,12.0,6,45
643,340,love,30,Kyalami,1970,1,22,8,14,10.8,0.4,12.0,6,46
632,340,love,30,Kyalami,1971,1,21,21,0,11.2,0.4,12.0,6,47
621,340,love,30,Kyalami,1972,2,26,16,10,14.0,0.4,12.0,6,48
747,341,surtees,6,Circuit de Monaco,1960,2,15,15,0,15.0,1.0,9.833333333333334,12,26
752,341,surtees,9,Silverstone Circuit,1960,7,11,2,9,8.5,0.5,6.0,6,26
753,341,surtees,59,Circuito da Boavista,1960,8,1,10,-9,9.0,0.6666666666666666,10.0,1,26
755,341,surtees,60,Riverside International Raceway,1960,10,6,23,-17,12.5,0.75,23.0,1,26
738,341,surtees,6,Circuit de Monaco,1961,1,12,11,1,12.2,0.6,9.833333333333334,12,27
739,341,surtees,39,Circuit Park Zandvoort,1961,2,9,7,2,10.6,0.4,8.454545454545455,11,27
740,341,surtees,13,Circuit de Spa-Francorchamps,1961,3,4,5,-1,11.2,0.4,10.25,8,27
741,341,surtees,55,Reims-Gueux,1961,4,7,24,-17,14.0,0.4,19.0,3,27
742,341,surtees,58,Aintree,1961,5,10,25,-15,14.4,0.4,13.5,2,27
743,341,surtees,20,Nürburgring,1961,6,10,5,5,13.2,0.4,6.4,10,27
744,341,surtees,14,Autodromo Nazionale di Monza,1961,7,19,26,-7,17.0,0.6,15.5,12,27
745,341,surtees,46,Watkins Glen,1961,8,9,19,-10,19.8,0.8,10.5,10,27
729,341,surtees,39,Circuit Park Zandvoort,1962,1,1,18,-17,18.6,0.8,8.454545454545455,11,28
730,341,surtees,6,Circuit de Monaco,1962,2,11,4,7,14.4,0.6,9.833333333333334,12,28
731,341,surtees,13,Circuit de Spa-Francorchamps,1962,3,11,5,6,14.4,0.6,10.25,8,28
732,341,surtees,53,Rouen-Les-Essarts,1962,4,5,5,0,10.2,0.4,7.333333333333333,3,28
733,341,surtees,58,Aintree,1962,5,2,2,0,6.8,0.2,13.5,2,28
734,341,surtees,20,Nürburgring,1962,6,4,2,2,3.6,0.0,6.4,10,28
735,341,surtees,14,Autodromo Nazionale di Monza,1962,7,8,16,-8,6.0,0.2,15.5,12,28
736,341,surtees,46,Watkins Glen,1962,8,20,17,3,8.4,0.4,10.5,10,28
737,341,surtees,56,Prince George Circuit,1962,9,5,16,-11,10.6,0.6,11.666666666666666,3,28
719,341,surtees,6,Circuit de Monaco,1963,1,3,4,-1,11.0,0.6,9.833333333333334,12,29
720,341,surtees,13,Circuit de Spa-Francorchamps,1963,2,10,9,1,12.4,0.8,10.25,8,29
721,341,surtees,39,Circuit Park Zandvoort,1963,3,5,3,2,9.8,0.6,8.454545454545455,11,29
722,341,surtees,55,Reims-Gueux,1963,4,4,17,-13,9.8,0.6,19.0,3,29
723,341,surtees,9,Silverstone Circuit,1963,5,5,2,3,7.0,0.4,6.0,6,29
724,341,surtees,20,Nürburgring,1963,6,2,1,1,6.4,0.4,6.4,10,29
725,341,surtees,14,Autodromo Nazionale di Monza,1963,7,1,20,-19,8.6,0.4,15.5,12,29
726,341,surtees,46,Watkins Glen,1963,8,3,9,-6,9.8,0.4,10.5,10,29
727,341,surtees,32,Autódromo Hermanos Rodríguez,1963,9,2,17,-15,9.8,0.4,8.428571428571429,7,29
728,341,surtees,56,Prince George Circuit,1963,10,4,17,-13,12.8,0.6,11.666666666666666,3,29
709,341,surtees,6,Circuit de Monaco,1964,1,4,15,-11,15.6,0.8,9.833333333333334,12,30
710,341,surtees,39,Circuit Park Zandvoort,1964,2,4,2,2,12.0,0.6,8.454545454545455,11,30
711,341,surtees,13,Circuit de Spa-Francorchamps,1964,3,5,17,-12,13.6,0.8,10.25,8,30
712,341,surtees,53,Rouen-Les-Essarts,1964,4,3,15,-12,13.2,0.8,7.333333333333333,3,30
713,341,surtees,38,Brands Hatch,1964,5,5,3,2,10.4,0.6,9.25,4,30
714,341,surtees,20,Nürburgring,1964,6,1,1,0,7.6,0.4,6.4,10,30
715,341,surtees,57,Zeltweg,1964,7,2,18,-16,10.8,0.6,18.0,1,30
716,341,surtees,14,Autodromo Nazionale di Monza,1964,8,1,1,0,7.6,0.4,15.5,12,30
717,341,surtees,46,Watkins Glen,1964,9,2,2,0,5.0,0.2,10.5,10,30
718,341,surtees,32,Autódromo Hermanos Rodríguez,1964,10,4,2,2,4.8,0.2,8.428571428571429,7,30
699,341,surtees,56,Prince George Circuit,1965,1,2,2,0,5.0,0.2,11.666666666666666,3,31
700,341,surtees,6,Circuit de Monaco,1965,2,5,4,1,2.2,0.0,9.833333333333334,12,31
701,341,surtees,13,Circuit de Spa-Francorchamps,1965,3,6,18,-12,5.6,0.2,10.25,8,31
702,341,surtees,51,Charade Circuit,1965,4,4,3,1,5.8,0.2,3.0,1,31
703,341,surtees,9,Silverstone Circuit,1965,5,5,3,2,6.0,0.2,6.0,6,31
704,341,surtees,39,Circuit Park Zandvoort,1965,6,4,7,-3,7.0,0.2,8.454545454545455,11,31
705,341,surtees,20,Nürburgring,1965,7,4,9,-5,8.0,0.4,6.4,10,31
706,341,surtees,14,Autodromo Nazionale di Monza,1965,8,2,19,-17,8.2,0.4,15.5,12,31
690,341,surtees,6,Circuit de Monaco,1966,1,2,13,-11,10.2,0.6,9.833333333333334,12,32
691,341,surtees,13,Circuit de Spa-Francorchamps,1966,2,1,1,0,9.8,0.6,10.25,8,32
692,341,surtees,55,Reims-Gueux,1966,3,2,16,-14,11.6,0.8,19.0,3,32
693,341,surtees,38,Brands Hatch,1966,4,6,14,-8,12.6,0.8,9.25,4,32
694,341,surtees,39,Circuit Park Zandvoort,1966,5,10,12,-2,11.2,0.8,8.454545454545455,11,32
695,341,surtees,20,Nürburgring,1966,6,2,2,0,9.0,0.6,6.4,10,32
696,341,surtees,14,Autodromo Nazionale di Monza,1966,7,4,14,-10,11.6,0.8,15.5,12,32
